6.7,0.855,0.02,1.9,0.064,29,38,0.99472,3.3,0.56,10.75,4
7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,4
6.6,0.44,0.09,2.2,0.063,9,18,0.99444,3.42,0.69,11.3,4
10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,4
5,0.54,0.09,2,0.081,10,16,0.99479,3.43,0.59,11.5,4
6.4,0.64,0.21,1.8,0.081,14,31,0.99689,3.59,0.66,9.8,3
9.5,0.46,0.24,2.7,0.092,14,44,0.998,3.12,0.74,10,4
8.3,0.33,0.42,2.3,0.07,9,20,0.99426,3.38,0.77,12.7,5
7.8,0.55,0.35,2.2,0.074,21,66,0.9974,3.25,0.56,9.2,3
7.2,0.33,0.33,1.7,0.061,1,13,0.996,3.23,1.1,10,6
5.9,0.46,0,1.9,0.077,25,44,0.99385,3.5,0.53,11.2,3
8.1,0.82,0,4.1,0.095,3,14,0.99854,3.36,0.53,9.6,3
6.9,0.67,0.06,2.1,0.08,6,33,0.99845,3.68,0.71,9.6,3
8.8,0.27,0.39,2,0.1,20,27,0.99546,3.15,0.69,11.2,4
8.3,0.56,0.22,2.4,0.082,10,86,0.9983,3.37,0.62,9.5,3
6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,4
8.9,0.84,0.34,1.4,0.05,2,10,0.99554,3.12,0.48,9.1,4
11.3,0.34,0.45,2,0.082,4,15,0.9988,2.94,0.66,9.2,4
10.6,0.28,0.39,15.5,0.069,4,23,1.0026,3.12,0.66,9.2,3
9.2,0.43,0.52,2.3,0.083,14,23,0.9976,3.35,0.61,11.3,4
9.4,0.24,0.33,2.3,0.061,52,73,0.99786,3.47,0.9,10.2,4
6,0.43,0.36,2.3,0.075,10,48,0.9976,3.34,0.46,9.4,3
6.8,0.81,0.05,2,0.07,4,14,0.99562,3.51,0.66,10.8,4
9.9,0.44,0.46,2.2,0.091,10,41,0.99638,3.18,0.69,11.9,4
7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,3
8.1,0.38,0.28,2.1,0.066,13,30,0.9968,3.23,0.73,9.7,5
9.4,0.395,0.46,4.6,0.094,1,10,0.99639,3.27,0.64,12.2,5
10.2,0.44,0.42,2,0.071,5,20,0.99566,3.14,0.79,11.1,5
11.5,0.35,0.49,3.3,0.07,10,37,1.0003,3.32,0.91,11,4
6.3,0.55,0.15,1.8,0.077,26,35,0.99314,3.32,0.82,11.6,4
7.6,0.39,0.31,2.3,0.082,23,71,0.9982,3.52,0.65,9.7,3
12.9,0.5,0.55,2.8,0.072,5,24,1.0001,3.09,0.68,10.9,4
7.2,0.37,0.32,2,0.062,15,28,0.9947,3.23,0.73,11.3,5
7.7,0.58,0.1,1.8,0.102,28,109,0.99565,3.08,0.49,9.8,4
7.3,0.66,0,2,0.084,4,23,0.9983,3.61,0.96,9.9,4
8.9,0.29,0.35,1.9,0.067,25,57,0.997,3.18,1.36,10.3,4
5.3,0.47,0.11,2.2,0.048,16,89,0.99182,3.54,0.88,13.6,5
7.2,0.6,0.04,2.5,0.076,18,88,0.99745,3.53,0.55,9.5,3
7.2,0.66,0.03,2.3,0.078,16,86,0.99743,3.53,0.57,9.7,3
8.4,0.745,0.11,1.9,0.09,16,63,0.9965,3.19,0.82,9.6,3
8.7,0.7,0.24,2.5,0.226,3,15,0.9991,3.32,0.6,9,4
6.8,0.57,0,2.5,0.072,32,64,0.99491,3.43,0.56,11.2,4
9.9,0.54,0.45,2.3,0.071,16,40,0.9991,3.39,0.62,9.4,3
7.9,0.43,0.21,1.6,0.106,10,37,0.9966,3.17,0.91,9.5,3
8.9,0.4,0.32,5.6,0.087,10,47,0.9991,3.38,0.77,10.5,5
7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,4
8.9,0.62,0.19,3.9,0.17,51,148,0.9986,3.17,0.93,9.2,3
6.8,0.66,0.07,1.6,0.07,16,61,0.99572,3.29,0.6,9.3,3
5.6,0.54,0.04,1.7,0.049,3,13,0.9942,3.72,0.58,11.4,3
5.7,1.13,0.09,1.5,0.172,5,19,0.994,3.5,0.48,9.8,2
10.3,0.27,0.24,2.1,0.072,15,33,0.9956,3.22,0.66,12.8,4
11.8,0.26,0.52,1.8,0.071,4,10,0.9968,3.2,0.72,10.2,5
9.9,0.74,0.28,2.6,0.078,21,77,0.998,3.28,0.51,9.8,3
7.7,0.56,0.08,2.5,0.114,14,46,0.9971,3.24,0.66,9.6,4
12.1,0.4,0.52,2,0.092,15,54,1,3.03,0.66,10.2,3
8.3,0.28,0.48,2.1,0.093,4,12,0.99408,3.26,0.62,12.4,5
10.2,0.49,0.63,2.9,0.072,10,26,0.9968,3.16,0.78,12.5,5
9.3,0.43,0.44,1.9,0.085,9,22,0.99708,3.28,0.55,9.5,3
8.8,0.61,0.14,2.4,0.067,10,42,0.9969,3.19,0.59,9.5,3
5.9,0.61,0.08,2.1,0.071,16,24,0.99376,3.56,0.77,11.1,4
6.7,0.675,0.07,2.4,0.089,17,82,0.9958,3.35,0.54,10.1,3
9.2,0.53,0.24,2.6,0.078,28,139,0.99788,3.21,0.57,9.5,3
5,0.56,0.13,1.6,0.077,25,42,0.99629,3.34,0.59,9.2,3
8.9,0.12,0.45,1.8,0.075,10,21,0.99552,3.41,0.76,11.9,5
6.1,0.64,0.02,2.4,0.069,26,46,0.99358,3.47,0.45,11,3
8.4,0.62,0.09,2.2,0.084,11,108,0.9964,3.15,0.66,9.8,3
6,0.48,0.34,2.2,0.073,16,25,0.9936,3.28,0.66,12.4,4
6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,4
7.4,0.68,0.16,1.8,0.078,12,39,0.9977,3.5,0.7,9.9,4
12.2,0.45,0.49,1.4,0.075,1,4,0.9969,3.13,0.63,10.4,3
8.5,0.18,0.51,1.75,0.071,45,88,0.99524,3.33,0.76,11.8,5
8.3,0.715,0.15,1.8,0.089,10,52,0.9968,3.23,0.77,9.5,3
8.8,0.24,0.54,2.5,0.083,25,57,0.9983,3.39,0.54,9.2,3
8.1,0.66,0.7,2.2,0.098,25,129,0.9972,3.08,0.53,9,3
7.9,0.69,0.21,2.1,0.08,33,141,0.9962,3.25,0.51,9.9,3
6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,4
8.5,0.47,0.27,1.9,0.058,18,38,0.99518,3.16,0.85,11.1,4
6.7,0.7,0.08,3.75,0.067,6,16,0.99334,3.43,0.52,12.6,3
7.7,0.43,0.25,2.6,0.073,29,63,0.99615,3.37,0.58,10.5,4
8.2,0.74,0.09,2,0.067,3,10,0.99418,3.28,0.57,11.8,4
5,0.655,0.16,2.1,0.074,6,25,0.99606,3.37,0.55,9.7,3
6.9,1.09,0.06,2.1,0.061,12,31,0.9948,3.51,0.43,11.4,2
10.4,0.55,0.23,2.7,0.091,18,48,0.9994,3.22,0.64,10.3,4
6,0.42,0.17,2,0.073,4,18,0.9972,3.29,0.61,9.2,4
8.2,0.28,0.4,2.4,0.052,2,10,0.99356,3.33,0.7,12.8,5
10,0.48,0.24,2.7,0.102,13,32,1,3.28,0.56,10,4
6,0.42,0.32,2.5,0.08,26,122,0.99801,3.22,1.07,9.7,3
7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,3
10.4,0.34,0.58,3.7,0.174,4,16,0.997,3.19,0.7,11.3,4
12,0.28,0.49,1.9,0.074,10,21,0.9976,2.98,0.66,9.9,5
9.4,0.4,0.47,2.5,0.087,4,20,0.99772,3.15,0.5,10.5,3
7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,4
9.9,0.49,0.58,3.5,0.094,9,43,1.0004,3.29,0.58,9,3
8.3,0.28,0.48,2.1,0.093,4,12,0.99408,3.26,0.62,12.4,5
8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,4
7.8,0.5,0.12,1.8,0.178,4,21,0.996,3.28,0.87,9.8,4
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,3
11.2,0.5,0.74,5.15,0.1,3,17,0.9996,3.22,0.62,11.2,3
8.3,0.26,0.42,2,0.08,11,27,0.9974,3.21,0.8,9.4,4
7.8,0.53,0.01,1.6,0.077,1,19,0.995,3.16,0.46,9.8,3
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,5
6.2,0.58,0,1.6,0.065,6,18,0.9966,3.56,0.84,9.4,3
11,0.26,0.68,2.55,0.085,10,25,0.997,3.18,0.61,11.8,3
10.6,0.83,0.37,2.6,0.086,26,70,0.9981,3.16,0.52,9.9,3
8.2,0.24,0.34,5.1,0.062,6,22,0.9974,3.22,0.94,10.9,4
7.5,0.38,0.48,2.6,0.073,22,84,0.9972,3.32,0.7,9.6,2
10.8,0.29,0.42,1.6,0.084,19,27,0.99545,3.28,0.73,11.9,4
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,4
6,0.67,0.3,2,0.06,38,62,0.9958,3.26,0.56,10.2,4
7.5,0.51,0.02,1.7,0.084,13,31,0.99538,3.36,0.54,10.5,4
7.6,0.41,0.14,1,0.087,21,43,0.9964,3.32,0.57,10.5,4
7.6,0.79,0.21,2.3,0.087,21,68,0.9955,3.12,0.44,9.2,3
8.1,0.78,0.23,2.6,0.059,3,15,0.997,3.37,0.56,11.3,3
10.6,1.025,0.43,2.8,0.08,21,84,0.9985,3.06,0.57,10.1,3
10.4,0.64,0.24,2.8,0.105,29,53,0.9998,3.24,0.67,9.9,3
7.2,0.38,0.38,2.8,0.068,23,42,0.99356,3.34,0.72,12.9,5
8.2,0.33,0.32,2.8,0.067,2,12,0.99473,3.3,0.76,12.8,5
5.2,0.32,0.25,1.8,0.103,13,50,0.9957,3.38,0.55,9.2,3
7.2,0.25,0.37,2.5,0.063,11,41,0.99439,3.52,0.8,12.4,5
7.5,0.57,0.08,2.6,0.089,14,27,0.99592,3.3,0.59,10.4,4
5.4,0.58,0.08,1.9,0.059,20,31,0.99484,3.5,0.64,10.2,4
8.2,0.78,0,2.2,0.089,13,26,0.9978,3.37,0.46,9.6,2
7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,3
7.7,0.96,0.2,2,0.047,15,60,0.9955,3.36,0.44,10.9,3
9,0.53,0.49,1.9,0.171,4,25,0.9975,3.27,0.61,9.4,4
13.7,0.415,0.68,2.9,0.085,17,43,1.0014,3.06,0.8,10,4
11.3,0.37,0.41,2.3,0.088,4,16,0.9988,3.09,0.8,9.3,3
7.9,0.6,0.06,1.6,0.069,15,59,0.9964,3.3,0.46,9.4,3
8.8,0.55,0.04,2.2,0.119,14,56,0.9962,3.21,0.6,10.9,4
7.3,0.59,0.26,2,0.08,17,104,0.99584,3.28,0.52,9.9,3
8.1,0.78,0.1,3.3,0.09,2,13,0.99855,3.36,0.49,9.5,3
10,0.41,0.45,6.2,0.071,4,14,0.99702,3.21,0.49,11.8,5
7.2,0.62,0.06,2.7,0.077,15,85,0.99746,3.51,0.54,9.5,3
9.3,0.33,0.45,1.5,0.057,19,37,0.99498,3.18,0.89,11.1,5
7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,3
6.9,0.54,0.04,1,0.077,5,27,0.9987,3.69,0.91,9.4,4
9.3,0.36,0.39,1.5,0.08,41,55,0.99652,3.47,0.73,10.9,4
7.3,0.38,0.21,2,0.08,5,35,0.9961,3.33,0.47,9.5,3
6.7,0.42,0.27,8.6,0.068,24,148,0.9948,3.16,0.57,11.3,4
7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,3
6.9,0.45,0.11,2.4,0.043,4,12,0.99354,3.3,0.65,11.4,4
7.7,0.28,0.3,2,0.062,18,34,0.9952,3.28,0.9,11.3,5
7.4,0.635,0.1,2.4,0.08,16,33,0.99736,3.58,0.69,10.8,5
5,0.6,0.3,4.5,0.068,20,110,0.99914,3.3,1.17,10.2,3
6.6,0.8,0.03,7.8,0.079,4,12,0.9963,3.52,0.5,12.2,3
5,0.975,0.04,2,0.087,12,67,0.99565,3.35,0.6,9.4,2
9.7,0.295,0.4,1.5,0.073,14,21,0.99556,3.14,0.51,10.9,4
6.5,0.58,0,2.2,0.096,1,13,0.99557,3.62,0.62,11.5,2
7.5,0.77,0.2,8.1,0.098,30,92,0.99892,3.2,0.58,9.2,3
8.7,0.625,0.16,2,0.101,13,49,0.9962,3.14,0.57,11,3
7.8,0.55,0,1.7,0.07,5,17,0.99659,3.26,0.64,9.4,4
4,0.42,0.19,2,0.075,22,47,0.99522,3.39,0.78,10,4
8.3,0.78,0.1,2.6,0.081,45,87,0.9983,3.48,0.53,10,3
8.2,0.885,0.2,1.4,0.086,5,31,0.9946,3.11,0.46,10,3
8.6,0.47,0.47,2.4,0.074,5,29,0.9979,3.08,0.46,9.5,3
5,0.36,0.21,2.3,0.086,20,65,0.99558,3.4,0.54,10.1,4
8.2,0.34,0.37,1.9,0.057,43,74,0.99408,3.23,0.81,12,4
10.2,0.23,0.37,2.2,0.057,14,36,0.99614,3.23,0.49,9.3,2
8.5,0.21,0.52,1.9,0.09,9,23,0.99648,3.36,0.67,10.4,3
8.2,0.28,0.6,1,0.104,10,22,0.99828,3.39,0.68,10.6,3
8.3,0.705,0.12,2.6,0.092,12,28,0.9994,3.51,0.72,10,3
9.4,0.615,0.28,3.2,0.087,18,72,1.0001,3.31,0.53,9.7,3
6.7,1.04,0.08,2.3,0.067,19,32,0.99648,3.52,0.57,11,2
11.9,0.38,0.51,2,0.121,5,20,0.9996,3.24,0.76,10.4,4
8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,2
7.3,0.73,0.24,1.9,0.108,18,102,0.9967,3.26,0.59,9.3,3
7.9,0.72,0.17,2.6,0.096,20,38,0.9978,3.4,0.53,9.5,3
10.3,0.41,0.42,2.4,0.213,4,14,0.9994,3.19,0.62,9.5,4
8.4,0.56,0.04,2,0.082,10,22,0.9976,3.22,0.44,9.6,3
7.5,0.52,0.16,1.9,0.085,12,35,0.9968,3.38,0.62,9.5,5
5,0.78,0.08,2,0.093,10,19,0.9956,3.4,0.47,10,3
11.9,0.38,0.49,2.7,0.098,12,42,1.0004,3.16,0.61,10.3,3
15.5,0.645,0.49,4.2,0.095,10,23,1.0032,2.92,0.74,11.1,3
9.9,0.59,0.07,3.4,0.102,32,71,1.0002,3.31,0.71,9.8,3
11.7,0.45,0.63,2.2,0.073,5,23,0.99974,3.21,0.69,10.9,4
7.7,0.58,0.01,1.8,0.088,12,18,0.99568,3.32,0.56,10.5,5
7.5,0.725,0.04,1.5,0.076,6,15,0.99508,3.26,0.53,9.6,3
7.8,0.6,0.26,2,0.08,31,131,0.99622,3.21,0.52,9.9,3
8.9,0.62,0.18,3.8,0.176,52,145,0.9986,3.16,0.88,9.2,3
6.1,0.48,0.09,1.7,0.078,18,30,0.99402,3.45,0.54,11.2,4
9.6,0.38,0.31,2.5,0.096,16,49,0.9982,3.19,0.7,10,5
9.2,0.54,0.31,2.3,0.112,11,38,0.99699,3.24,0.56,10.9,3
7.3,0.67,0.26,1.8,0.401,16,51,0.9969,3.16,1.14,9.4,3
8.6,0.49,0.29,2,0.11,19,133,0.9972,2.93,1.98,9.8,3
8.6,0.315,0.4,2.2,0.079,1,4,0.99512,3.27,0.67,11.9,4
11.4,0.46,0.5,2.7,0.122,2,17,1.0006,3.13,0.7,10.2,3
