90,2,2,1,2,2,2,2,2,1,1,2,2,4,1,2,1,3
94,1,2,2,1,2,2,2,1,1,1,2,2,4,1,2,2,1
89,2,2,1,2,2,1,2,1,1,1,2,2,4,2,2,2,5
38,2,2,1,2,2,1,1,1,1,2,2,1,0,1,2,2,4
92,2,2,1,2,2,1,1,1,1,2,2,1,0,1,2,1,4
42,2,2,1,2,1,2,1,2,2,1,2,2,6,2,2,2,6
26,2,2,1,2,2,1,1,1,1,1,2,2,4,2,2,2,5
12,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2
91,2,2,1,2,2,2,1,1,1,1,2,2,4,1,2,2,3
4,1,2,2,1,2,2,1,1,1,1,2,2,4,2,2,1,1
69,1,2,2,1,2,2,1,1,1,1,2,2,4,1,2,1,1
16,2,2,1,2,2,1,1,2,2,2,2,2,6,2,2,2,7
96,1,2,2,1,2,2,2,1,1,1,2,2,2,1,2,1,1
8,2,2,1,2,2,1,2,1,1,2,2,1,0,1,1,2,4
99,2,2,1,2,2,2,2,2,2,1,2,2,0,2,2,2,7
21,2,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,2
27,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,2,1
88,2,2,1,2,2,2,2,2,2,1,2,2,6,2,2,2,6
29,1,2,2,1,2,2,1,1,1,1,2,2,2,2,1,1,1
23,1,2,2,1,2,2,2,1,1,1,2,2,4,1,2,1,1
25,2,2,1,2,2,2,2,2,2,1,2,2,6,2,2,2,6
